rows,cols,numberofNullsInTable,yrank,qlen,IDFpageTitles,IDFsectionTitle,IDFtableCaption,IDFtableHeading,IDFtableBody,IDFCatchAll,hitsLC,hitsSLC,hitsB,hitsPageTitle,hitsTableCaption,early_fusion
0.09576863479416706,0.086561253510138,0.04828523932078894,0.08684670171124428,0.015068203216902736,0.07334554241395347,0.0639286175860047,0.06977013911694135,0.05625265518524357,0.06231038734831036,0.06040247761091932,0.014676846226979755,0.016890199617515825,0.01478211156286618,0.03578675222363775,0.029117859634322025,0.1702063789200644
